,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words,not_in_vocab_words_count
4604,"I watched the movie though, but it’s Grease. I’d be happy to watch it again though! haha! @Rosie Marshmallow",0.0,0.0,0.0,0.0,0.0,0.0,"I watched the movie though, but it is Grease. I would be happy to watch it again though! haha! @Rosie Marshmallow","[('I', 'PRON'), ('watch', 'VERB'), ('the', 'DET'), ('movie', 'NOUN'), ('though', 'ADV'), (',', 'PUNCT'), ('but', 'CCONJ'), ('it', 'PRON'), ('be', 'VERB'), ('Grease', 'PROPN'), ('.', 'PUNCT'), ('I', 'PRON'), ('would', 'AUX'), ('be', 'VERB'), ('happy', 'ADJ'), ('to', 'PART'), ('watch', 'VERB'), ('it', 'PRON'), ('again', 'ADV'), ('though', 'ADV'), ('!', 'PUNCT'), ('haha', 'INTJ'), ('!', 'PUNCT'), ('@Rosie', 'PROPN'), ('Marshmallow', 'PROPN')]","{'PRON': 4, 'VERB': 4, 'DET': 1, 'NOUN': 1, 'ADV': 3, 'PUNCT': 4, 'CCONJ': 1, 'PROPN': 3, 'AUX': 1, 'ADJ': 1, 'PART': 1, 'INTJ': 1}",watch movie though ’ grease be happy to watch again though haha @rosie marshmallow,PRON VERB NOUN ADV PROPN PRON ADJ VERB ADV INTJ PROPN PROPN,1.0,watch movie though Grease would happy watch though haha @Rosie Marshmallow,2,5,@rosie,1
4605,toxic,0.0,0.0,0.0,0.0,0.0,0.0,toxic,"[('toxic', 'ADJ')]",{'ADJ': 1},toxic,ADJ,1.0,toxic,0,0,,0
4606,ayyy terroriser been watching u guys sinc eblack ops 2 man u guys are my heroes bro much love!,0.0,0.0,0.0,0.0,0.0,0.0,ayyy terroriser been watching you guys sinc eblack ops 2 man you guys are my heroes bro much love!,"[('ayyy', 'PROPN'), ('terroriser', 'ADV'), ('been', 'AUX'), ('watch', 'VERB'), ('you', 'PRON'), ('guys', 'PROPN'), ('sinc', 'PROPN'), ('eblack', 'PROPN'), ('op', 'VERB'), ('2', 'NUM'), ('man', 'NOUN'), ('you', 'PRON'), ('guy', 'NOUN'), ('be', 'VERB'), ('my', 'PRON'), ('hero', 'NOUN'), ('bro', 'VERB'), ('much', 'ADJ'), ('love', 'NOUN'), ('!', 'PUNCT')]","{'PROPN': 4, 'ADV': 1, 'AUX': 1, 'VERB': 4, 'PRON': 3, 'NUM': 1, 'NOUN': 4, 'ADJ': 1, 'PUNCT': 1}",ayyy terroriser watch u guys sinc eblack op 2 man u guy be hero bro much love,PROPN ADV VERB PROPN PROPN PROPN VERB NUM NOUN NOUN NOUN VERB ADJ NOUN,1.0,ayyy terroriser watch guys sinc eblack op 2 man guy hero bro much love,0,1,ayyy terroriser sinc eblack,4
4607,You are toxic,0.0,0.0,0.0,0.0,0.0,0.0,You are toxic,"[('you', 'PRON'), ('be', 'AUX'), ('toxic', 'ADJ')]","{'PRON': 1, 'AUX': 1, 'ADJ': 1}",toxic,ADJ,1.0,toxic,0,0,,0
4608,😂😂,0.0,0.0,0.0,0.0,0.0,0.0,😂😂,"[('😂', 'EMOJI'), ('😂', 'EMOJI')]",{'EMOJI': 2},😂 😂,EMOJI EMOJI,1.0,,0,0,,0
4609,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,60,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
4610,Real men use man wipes,0.0,0.0,0.0,0.0,0.0,0.0,Real men use man wipes,"[('real', 'ADJ'), ('man', 'NOUN'), ('use', 'VERB'), ('man', 'NOUN'), ('wipe', 'VERB')]","{'ADJ': 1, 'NOUN': 2, 'VERB': 2}",real man use man wipe,ADJ NOUN VERB NOUN VERB,1.0,real man use man wipe,0,0,,0
4611,what overlay do you use?,0.0,0.0,0.0,0.0,0.0,0.0,what overlay do you use?,"[('what', 'DET'), ('overlay', 'NOUN'), ('do', 'AUX'), ('you', 'PRON'), ('use', 'VERB'), ('?', 'PUNCT')]","{'DET': 1, 'NOUN': 1, 'AUX': 1, 'PRON': 1, 'VERB': 1, 'PUNCT': 1}",overlay use,NOUN VERB,1.0,overlay use,0,1,,0
4612,I'm going to bed. Goodnight Brian and chat.,0.0,0.0,0.0,0.0,0.0,0.0,I am going to bed. Goodnight Brian and chat.,"[('I', 'PRON'), ('be', 'AUX'), ('go', 'VERB'), ('to', 'ADP'), ('bed', 'NOUN'), ('.', 'PUNCT'), ('Goodnight', 'PROPN'), ('Brian', 'PROPN'), ('and', 'CCONJ'), ('chat', 'VERB'), ('.', 'PUNCT')]","{'PRON': 1, 'AUX': 1, 'VERB': 2, 'ADP': 1, 'NOUN': 1, 'PUNCT': 2, 'PROPN': 2, 'CCONJ': 1}",go bed goodnight brian chat,PRON VERB NOUN PROPN PROPN VERB,1.0,go bed Goodnight Brian chat,1,2,goodnight,1
4613,I mean you’re not wrong,0.0,0.0,0.0,0.0,0.0,0.0,I mean you are not wrong,"[('I', 'PRON'), ('mean', 'VERB'), ('you', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('wrong', 'ADJ')]","{'PRON': 2, 'VERB': 1, 'AUX': 1, 'PART': 1, 'ADJ': 1}",mean ’re not wrong,PRON VERB ADJ,1.0,mean wrong,1,0,,0
4614,😂😂😂,0.0,0.0,0.0,0.0,0.0,0.0,😂😂😂,"[('😂', 'EMOJI'), ('😂', 'EMOJI'), ('😂', 'EMOJI')]",{'EMOJI': 3},😂 😂 😂,EMOJI EMOJI EMOJI,1.0,,0,0,,0
4615,Love toxic 😌,0.0,0.0,0.0,0.0,0.0,0.0,Love toxic 😌,"[('love', 'NOUN'), ('toxic', 'ADJ'), ('😌', 'EMOJI')]","{'NOUN': 1, 'ADJ': 1, 'EMOJI': 1}",love toxic 😌,NOUN ADJ EMOJI,1.0,love toxic,0,0,,0
4616,all wipes clog your plumbing,0.0,0.0,0.0,0.0,0.0,0.0,all wipes clog your plumbing,"[('all', 'DET'), ('wipe', 'NOUN'), ('clog', 'VERB'), ('your', 'PRON'), ('plumbing', 'NOUN')]","{'DET': 1, 'NOUN': 2, 'VERB': 1, 'PRON': 1}",wipe clog plumbing,NOUN VERB NOUN,1.0,wipe clog plumbing,0,0,,0
4617,LMAO,0.0,0.0,0.0,0.0,0.0,0.0,LMAO,"[('LMAO', 'PROPN')]",{'PROPN': 1},lmao,PROPN,1.0,LMAO,1,0,lmao,1
4618,"youre just upfront , you tell whats real",0.0,0.0,0.0,0.0,0.0,0.0,"you are just upfront , you tell what is real","[('you', 'PRON'), ('be', 'AUX'), ('just', 'ADV'), ('upfront', 'ADJ'), (',', 'PUNCT'), ('you', 'PRON'), ('tell', 'VERB'), ('what', 'PRON'), ('be', 'AUX'), ('real', 'ADJ')]","{'PRON': 3, 'AUX': 2, 'ADV': 1, 'ADJ': 2, 'PUNCT': 1, 'VERB': 1}",re just upfront tell s real,ADJ VERB ADJ,1.0,upfront tell real,0,1,,0
4619,🤣💀🤣,0.0,0.0,0.0,0.0,0.0,0.0,🤣💀🤣,"[('🤣', 'EMOJI'), ('💀', 'EMOJI'), ('🤣', 'EMOJI')]",{'EMOJI': 3},🤣 💀 🤣,EMOJI EMOJI EMOJI,1.0,,0,0,,0
4620,Woah that's freaky AF😂👌,0.0,0.0,0.0,0.0,0.0,0.0,Woah that is freaky AF😂👌,"[('woah', 'INTJ'), ('that', 'DET'), ('be', 'AUX'), ('freaky', 'NOUN'), ('af', 'NOUN'), ('😂', 'EMOJI'), ('👌', 'EMOJI')]","{'INTJ': 1, 'DET': 1, 'AUX': 1, 'NOUN': 2, 'EMOJI': 2}",woah freaky af 😂 👌,INTJ NOUN NOUN EMOJI EMOJI,1.0,woah freaky af,1,0,woah freaky af,3
4621,lol😂😂😂😂😂😂,0.0,0.0,0.0,0.0,0.0,0.0,lol😂😂😂😂😂😂,"[('lol', 'PROPN'), ('😂', 'EMOJI'), ('😂', 'EMOJI'), ('😂', 'EMOJI'), ('😂', 'EMOJI'), ('😂', 'EMOJI'), ('😂', 'EMOJI')]","{'PROPN': 1, 'EMOJI': 6}",lol 😂 😂 😂 😂 😂 😂,PROPN EMOJI EMOJI EMOJI EMOJI EMOJI EMOJI,1.0,lol,0,0,,0
4622,the orphan deserves it he shoulda had parents,0.0,0.0,0.0,1.0,0.0,0.0,the orphan deserves it he shoulda had parents,"[('the', 'DET'), ('orphan', 'NOUN'), ('deserve', 'VERB'), ('it', 'PRON'), ('he', 'PRON'), ('shoulda', 'VERB'), ('have', 'VERB'), ('parent', 'NOUN')]","{'DET': 1, 'NOUN': 2, 'VERB': 3, 'PRON': 2}",orphan deserve shoulda have parent,NOUN VERB VERB NOUN,0.0,orphan deserve shoulda parent,0,0,shoulda,1
4623,Make Moo and Panda Rage again,0.0,0.0,0.0,0.0,0.0,0.0,Make Moo and Panda Rage again,"[('make', 'VERB'), ('Moo', 'PROPN'), ('and', 'CCONJ'), ('Panda', 'PROPN'), ('Rage', 'PROPN'), ('again', 'ADV')]","{'VERB': 1, 'PROPN': 3, 'CCONJ': 1, 'ADV': 1}",make moo panda rage again,VERB PROPN PROPN PROPN,1.0,make Moo Panda Rage,0,0,,0
4624,I watch jingle on the way,0.0,0.0,0.0,0.0,0.0,0.0,I watch jingle on the way,"[('I', 'PRON'), ('watch', 'VERB'), ('jingle', 'ADJ'), ('on', 'ADP'), ('the', 'DET'), ('way', 'NOUN')]","{'PRON': 1, 'VERB': 1, 'ADJ': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1}",watch jingle way,PRON VERB ADJ NOUN,1.0,watch jingle way,1,0,,0
4625,hello terroriser,0.0,0.0,0.0,0.0,0.0,0.0,hello terroriser,"[('hello', 'INTJ'), ('terroriser', 'ADV')]","{'INTJ': 1, 'ADV': 1}",hello terroriser,INTJ ADV,1.0,hello terroriser,0,0,terroriser,1
4626,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
4627,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
4628,Brian is an A hole not toxic lol,1.0,0.0,0.0,0.0,0.0,0.0,Brian is an A hole not toxic lol,"[('Brian', 'PROPN'), ('be', 'AUX'), ('an', 'DET'), ('a', 'DET'), ('hole', 'NOUN'), ('not', 'PART'), ('toxic', 'ADJ'), ('lol', 'NOUN')]","{'PROPN': 1, 'AUX': 1, 'DET': 2, 'NOUN': 2, 'PART': 1, 'ADJ': 1}",brian hole not toxic lol,PROPN NOUN ADJ NOUN,0.0,Brian hole toxic lol,1,0,,0
4629,You shouldn't use baby wipes. Sewage systems aren't built for them so they cause huge problems,0.0,0.0,0.0,0.0,0.0,0.0,You should not use baby wipes. Sewage systems are not built for them so they because huge problems,"[('you', 'PRON'), ('should', 'AUX'), ('not', 'PART'), ('use', 'VERB'), ('baby', 'NOUN'), ('wipe', 'NOUN'), ('.', 'PUNCT'), ('sewage', 'NOUN'), ('system', 'NOUN'), ('be', 'AUX'), ('not', 'PART'), ('build', 'VERB'), ('for', 'ADP'), ('they', 'PRON'), ('so', 'SCONJ'), ('they', 'PRON'), ('because', 'SCONJ'), ('huge', 'ADJ'), ('problem', 'NOUN')]","{'PRON': 3, 'AUX': 2, 'PART': 2, 'VERB': 2, 'NOUN': 5, 'PUNCT': 1, 'ADP': 1, 'SCONJ': 2, 'ADJ': 1}",not use baby wipe sewage system not build so cause huge problem,VERB NOUN NOUN NOUN NOUN VERB ADJ NOUN,1.0,use baby wipe sewage system build huge problem,0,1,,0
4630,n,0.0,0.0,0.0,0.0,0.0,0.0,n,"[('n', 'ADV')]",{'ADV': 1},n,ADV,1.0,n,0,0,,0
4631,why dicaprio here🤣,0.0,0.0,0.0,0.0,0.0,0.0,why dicaprio here🤣,"[('why', 'ADV'), ('dicaprio', 'PROPN'), ('here', 'ADV'), ('🤣', 'EMOJI')]","{'ADV': 2, 'PROPN': 1, 'EMOJI': 1}",why dicaprio here 🤣,PROPN EMOJI,1.0,dicaprio,0,0,dicaprio,1
4632,you forgot about dropkicking a puppy,0.0,0.0,0.0,0.0,0.0,0.0,you forgot about dropkicking a puppy,"[('you', 'PRON'), ('forget', 'VERB'), ('about', 'ADP'), ('dropkick', 'VERB'), ('a', 'DET'), ('puppy', 'ADJ')]","{'PRON': 1, 'VERB': 2, 'ADP': 1, 'DET': 1, 'ADJ': 1}",forget dropkick puppy,VERB VERB ADJ,1.0,forget dropkick puppy,0,0,dropkick puppy,2
4633,Yep XD,0.0,0.0,0.0,0.0,0.0,0.0,Yep XD,"[('Yep', 'PROPN'), ('XD', 'PROPN')]",{'PROPN': 2},yep xd,PROPN PROPN,1.0,Yep XD,1,0,,0
4634,He meant he laughed so hard he nearly died,0.0,0.0,0.0,0.0,0.0,0.0,He meant he laughed so hard he nearly died,"[('he', 'PRON'), ('mean', 'VERB'), ('he', 'PRON'), ('laugh', 'VERB'), ('so', 'ADV'), ('hard', 'ADV'), ('he', 'PRON'), ('nearly', 'ADV'), ('die', 'VERB')]","{'PRON': 3, 'VERB': 3, 'ADV': 3}",mean laugh so hard nearly die,VERB VERB ADV ADV VERB,1.0,mean laugh hard nearly die,0,0,,0
4635,i like you even more now,0.0,0.0,0.0,0.0,0.0,0.0,i like you even more now,"[('I', 'PRON'), ('like', 'VERB'), ('you', 'PRON'), ('even', 'ADV'), ('more', 'ADV'), ('now', 'ADV')]","{'PRON': 2, 'VERB': 1, 'ADV': 3}",like even more now,PRON VERB ADV,1.0,like even,0,0,,0
4636,Kinky-,0.0,0.0,0.0,0.0,0.0,0.0,Kinky-,"[('Kinky-', 'PROPN')]",{'PROPN': 1},kinky-,PROPN,1.0,Kinky-,0,1,kinky-,1
4637,sToP tHe cAP,0.0,0.0,0.0,0.0,0.0,0.0,sToP tHe cAP,"[('stop', 'VERB'), ('the', 'DET'), ('cap', 'NOUN')]","{'VERB': 1, 'DET': 1, 'NOUN': 1}",stop cap,VERB NOUN,1.0,stop cap,0,0,,0
4638,CLIP THIS!!!!! 😆,0.0,0.0,0.0,0.0,0.0,0.0,CLIP THIS!!!!! 😆,"[('clip', 'VERB'), ('this', 'DET'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('😆', 'EMOJI')]","{'VERB': 1, 'DET': 1, 'PUNCT': 5, 'EMOJI': 1}",clip 😆,VERB EMOJI,1.0,clip,2,5,,0
4639,oddly specific,0.0,0.0,0.0,0.0,0.0,0.0,oddly specific,"[('oddly', 'ADV'), ('specific', 'ADJ')]","{'ADV': 1, 'ADJ': 1}",oddly specific,ADV ADJ,1.0,oddly specific,0,0,,0
4640,Hes so wholesome when hes offline LMAO,0.0,0.0,0.0,0.0,0.0,0.0,Hes so wholesome when hes offline LMAO,"[('he', 'PRON'), ('s', 'VERB'), ('so', 'ADV'), ('wholesome', 'ADJ'), ('when', 'ADV'), ('he', 'PRON'), ('s', 'VERB'), ('offline', 'ADJ'), ('LMAO', 'PROPN')]","{'PRON': 2, 'VERB': 2, 'ADV': 2, 'ADJ': 2, 'PROPN': 1}",s so wholesome when s offline lmao,ADJ ADJ PROPN,1.0,wholesome offline LMAO,1,0,lmao,1
4641,do a flip,0.0,0.0,0.0,0.0,0.0,0.0,do a flip,"[('do', 'VERB'), ('a', 'DET'), ('flip', 'NOUN')]","{'VERB': 1, 'DET': 1, 'NOUN': 1}",do flip,NOUN,1.0,flip,0,0,,0
4642,I knew it,0.0,0.0,0.0,0.0,0.0,0.0,I knew it,"[('I', 'PRON'), ('know', 'VERB'), ('it', 'PRON')]","{'PRON': 2, 'VERB': 1}",know,PRON VERB,1.0,know,1,0,,0
4643,"@Brittany Bowers yeah, hope it happens. Grease is good movie",0.0,0.0,0.0,0.0,0.0,0.0,"@Brittany Bowers yeah, hope it happens. Grease is good movie","[('@Brittany', 'PROPN'), ('Bowers', 'PROPN'), ('yeah', 'INTJ'), (',', 'PUNCT'), ('hope', 'VERB'), ('it', 'PRON'), ('happen', 'VERB'), ('.', 'PUNCT'), ('grease', 'NOUN'), ('be', 'AUX'), ('good', 'ADJ'), ('movie', 'NOUN')]","{'PROPN': 2, 'INTJ': 1, 'PUNCT': 2, 'VERB': 2, 'PRON': 1, 'NOUN': 2, 'AUX': 1, 'ADJ': 1}",@brittany bowers yeah hope happen grease good movie,PROPN PROPN INTJ VERB VERB NOUN ADJ NOUN,1.0,@Brittany Bowers yeah hope happen grease good movie,0,3,@brittany,1
4644,omg so loud can't hear anything,0.0,0.0,0.0,0.0,0.0,0.0,omg so loud can not hear anything,"[('omg', 'NOUN'), ('so', 'ADV'), ('loud', 'ADV'), ('can', 'AUX'), ('not', 'PART'), ('hear', 'VERB'), ('anything', 'PRON')]","{'NOUN': 1, 'ADV': 2, 'AUX': 1, 'PART': 1, 'VERB': 1, 'PRON': 1}",omg so loud not hear,NOUN ADV VERB PRON,1.0,omg loud hear anything,0,0,omg,1
4645,lol,0.0,0.0,0.0,0.0,0.0,0.0,lol,"[('lol', 'VERB')]",{'VERB': 1},lol,VERB,1.0,lol,0,0,,0
4646,odds on me joining ur channel,0.0,0.0,0.0,0.0,0.0,0.0,odds on me joining ur channel,"[('odd', 'NOUN'), ('on', 'ADP'), ('I', 'PRON'), ('join', 'VERB'), ('ur', 'PROPN'), ('channel', 'PROPN')]","{'NOUN': 1, 'ADP': 1, 'PRON': 1, 'VERB': 1, 'PROPN': 2}",odd join ur channel,NOUN PRON VERB PROPN PROPN,1.0,odd join ur channel,0,0,ur,1
4647,Gg,0.0,0.0,0.0,0.0,0.0,0.0,Gg,"[('Gg', 'PROPN')]",{'PROPN': 1},gg,PROPN,1.0,Gg,0,0,gg,1
4648,hi im new,0.0,0.0,0.0,0.0,0.0,0.0,hi I am new,"[('hi', 'INTJ'), ('I', 'PRON'), ('be', 'AUX'), ('new', 'ADJ')]","{'INTJ': 1, 'PRON': 1, 'AUX': 1, 'ADJ': 1}",hi m new,INTJ PRON ADJ,1.0,hi new,0,0,,0
4649,@MrExtremo 😂😂,0.0,0.0,0.0,0.0,0.0,0.0,@MrExtremo 😂😂,"[('@MrExtremo', 'PROPN'), ('😂', 'EMOJI'), ('😂', 'EMOJI')]","{'PROPN': 1, 'EMOJI': 2}",@mrextremo 😂 😂,PROPN EMOJI EMOJI,1.0,@MrExtremo,0,1,@mrextremo,1
4650,I just flush the babies not the baby wipes,0.0,0.0,0.0,0.0,0.0,0.0,I just flush the babies not the baby wipes,"[('I', 'PRON'), ('just', 'ADV'), ('flush', 'VERB'), ('the', 'DET'), ('baby', 'NOUN'), ('not', 'PART'), ('the', 'DET'), ('baby', 'NOUN'), ('wipe', 'VERB')]","{'PRON': 1, 'ADV': 1, 'VERB': 2, 'DET': 2, 'NOUN': 2, 'PART': 1}",just flush baby not baby wipe,PRON VERB NOUN NOUN VERB,1.0,flush baby baby wipe,1,0,,0
4651,BRIAN BE CAREFUL YOUTUBE MIGHT TAKE WHAT YOU SAID THE WRONG WAY,0.0,0.0,0.0,0.0,0.0,0.0,BRIAN BE CAREFUL YOUTUBE MIGHT TAKE WHAT YOU SAID THE WRONG WAY,"[('BRIAN', 'PROPN'), ('be', 'VERB'), ('careful', 'ADJ'), ('YOUTUBE', 'NOUN'), ('might', 'AUX'), ('take', 'VERB'), ('what', 'PRON'), ('you', 'PRON'), ('say', 'VERB'), ('the', 'DET'), ('wrong', 'ADJ'), ('way', 'NOUN')]","{'PROPN': 1, 'VERB': 3, 'ADJ': 2, 'NOUN': 2, 'AUX': 1, 'PRON': 2, 'DET': 1}",brian be careful youtube take say wrong way,PROPN ADJ NOUN VERB VERB ADJ NOUN,1.0,BRIAN careful YOUTUBE might take say wrong way,12,0,,0
4652,"19,000 watching now, this channel dead, dead as hell",0.0,0.0,0.0,0.0,0.0,0.0,"19,000 watching now, this channel dead, dead as hell","[('19,000', 'NUM'), ('watch', 'VERB'), ('now', 'ADV'), (',', 'PUNCT'), ('this', 'DET'), ('channel', 'NOUN'), ('dead', 'ADJ'), (',', 'PUNCT'), ('dead', 'ADJ'), ('as', 'ADP'), ('hell', 'NOUN')]","{'NUM': 1, 'VERB': 1, 'ADV': 1, 'PUNCT': 2, 'DET': 1, 'NOUN': 2, 'ADJ': 2, 'ADP': 1}","19,000 watch now channel dead dead hell",NUM VERB NOUN ADJ ADJ NOUN,1.0,"19,000 watch channel dead dead hell",0,3,,0
4653,"Im just joined to the stream, its f loud here, wtf",0.0,0.0,0.0,0.0,0.0,0.0,"I am just joined to the stream, its f loud here, wtf","[('I', 'PRON'), ('be', 'AUX'), ('just', 'ADV'), ('join', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('stream', 'NOUN'), (',', 'PUNCT'), ('its', 'PRON'), ('f', 'ADV'), ('loud', 'ADJ'), ('here', 'ADV'), (',', 'PUNCT'), ('wtf', 'PROPN')]","{'PRON': 2, 'AUX': 1, 'ADV': 3, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 2, 'ADJ': 1, 'PROPN': 1}",just join stream f loud here wtf,PRON VERB NOUN ADV ADJ PROPN,1.0,join stream f loud wtf,0,2,wtf,1
4654,wipes are so bad to flush man,0.0,0.0,0.0,0.0,0.0,0.0,wipes are so bad to flush man,"[('wipe', 'NOUN'), ('be', 'AUX'), ('so', 'ADV'), ('bad', 'ADJ'), ('to', 'PART'), ('flush', 'ADJ'), ('man', 'NOUN')]","{'NOUN': 2, 'AUX': 1, 'ADV': 1, 'ADJ': 2, 'PART': 1}",wipe so bad to flush man,NOUN ADJ ADJ NOUN,1.0,wipe bad flush man,0,0,,0
4655,"Aight I have to go to bed, gn Brian",0.0,0.0,0.0,0.0,0.0,0.0,"Aight I have to go to bed, gn Brian","[('aight', 'NOUN'), ('I', 'PRON'), ('have', 'VERB'), ('to', 'PART'), ('go', 'VERB'), ('to', 'ADP'), ('bed', 'NOUN'), (',', 'PUNCT'), ('gn', 'DET'), ('Brian', 'PROPN')]","{'NOUN': 2, 'PRON': 1, 'VERB': 2, 'PART': 1, 'ADP': 1, 'PUNCT': 1, 'DET': 1, 'PROPN': 1}",aight have to go bed brian,NOUN PRON VERB NOUN PROPN,1.0,aight go bed gn Brian,1,1,aight gn,2
4656,What are the top five things you would want to buy if you could,0.0,0.0,0.0,0.0,0.0,0.0,What are the top five things you would want to buy if you could,"[('what', 'PRON'), ('be', 'AUX'), ('the', 'DET'), ('top', 'ADJ'), ('five', 'NUM'), ('thing', 'NOUN'), ('you', 'PRON'), ('would', 'AUX'), ('want', 'VERB'), ('to', 'PART'), ('buy', 'VERB'), ('if', 'SCONJ'), ('you', 'PRON'), ('could', 'AUX')]","{'PRON': 3, 'AUX': 3, 'DET': 1, 'ADJ': 1, 'NUM': 1, 'NOUN': 1, 'VERB': 2, 'PART': 1, 'SCONJ': 1}",top five thing want to buy,ADJ NUM NOUN VERB VERB,1.0,top five thing would want buy could,0,0,,0
4657,Is he dead,0.0,0.0,0.0,0.0,0.0,0.0,Is he dead,"[('be', 'AUX'), ('he', 'PRON'), ('dead', 'ADJ')]","{'AUX': 1, 'PRON': 1, 'ADJ': 1}",dead,ADJ,1.0,dead,0,0,,0
4658,:_terroriserLove::_terroriserTesla::_terroriserLove:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLove::_terroriserTesla::_terroriserLove:,"[(':', 'PUNCT'), ('_', 'NOUN'), ('terroriserlove::_terrorisertesla::_terroriserlove', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 2}",terroriserlove::_terrorisertesla::_terroriserlove,NOUN NOUN,1.0,terroriserlove::_terrorisertesla::_terroriserlove,0,9,terroriserlove::_terrorisertesla::_terroriserlove,1
4659,Hello everyone,0.0,0.0,0.0,0.0,0.0,0.0,Hello everyone,"[('hello', 'INTJ'), ('everyone', 'PRON')]","{'INTJ': 1, 'PRON': 1}",hello,INTJ PRON,1.0,hello everyone,0,0,,0
4660,this is loud,0.0,0.0,0.0,0.0,0.0,0.0,this is loud,"[('this', 'DET'), ('be', 'AUX'), ('loud', 'ADJ')]","{'DET': 1, 'AUX': 1, 'ADJ': 1}",loud,ADJ,1.0,loud,0,0,,0
4661,Literally you’re the only person that makes my days better,0.0,0.0,0.0,0.0,0.0,0.0,Literally you are the only person that makes my days better,"[('literally', 'ADV'), ('you', 'PRON'), ('be', 'AUX'), ('the', 'DET'), ('only', 'ADJ'), ('person', 'NOUN'), ('that', 'DET'), ('make', 'VERB'), ('my', 'PRON'), ('day', 'NOUN'), ('well', 'ADV')]","{'ADV': 2, 'PRON': 2, 'AUX': 1, 'DET': 2, 'ADJ': 1, 'NOUN': 2, 'VERB': 1}",literally ’re only person make day well,ADV NOUN VERB NOUN ADV,1.0,literally person make day well,0,0,,0
4662,Sup yall,0.0,0.0,0.0,0.0,0.0,0.0,Sup you all,"[('sup', 'VERB'), ('you', 'PRON'), ('all', 'DET')]","{'VERB': 1, 'PRON': 1, 'DET': 1}",sup,VERB,1.0,sup,0,0,,0
4663,best wishes to you.,0.0,0.0,0.0,0.0,0.0,0.0,best wishes to you.,"[('good', 'ADJ'), ('wish', 'VERB'), ('to', 'ADP'), ('you', 'PRON'), ('.', 'PUNCT')]","{'ADJ': 1, 'VERB': 1, 'ADP': 1, 'PRON': 1, 'PUNCT': 1}",good wish,ADJ VERB,1.0,good wish,0,1,,0
